"name","long_tender_text"
K131-SA-0500.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 0,90 mm Pb bei einer Röhrenspannung von 60 kV,
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0510.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,20 mm Pb bei einer Röhrenspannung von 70 kV,
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0520.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,50 mm Pb bei einer Röhrenspannung von 80 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0530.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,40 mm Pb bei einer Röhrenspannung von 90 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0540.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,40 mm Pb bei einer Röhrenspannung von 100 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0550.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,00 mm Pb bei einer Röhrenspannung von 125 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0560.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 0,80 mm Pb bei einer Röhrenspannung von 150 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 5,95 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 417 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0570.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 0,90 mm Pb bei einer Röhrenspannung von 60 kV,
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0580.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,20 mm Pb bei einer Röhrenspannung von 70 kV,
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0590.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,50 mm Pb bei einer Röhrenspannung von 80 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0600.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,40 mm Pb bei einer Röhrenspannung von 90 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0610.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,40 mm Pb bei einer Röhrenspannung von 100 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0620.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 1,00 mm Pb bei einer Röhrenspannung von 125 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K131-SA-0630.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Bleigleichwert von 0,80 mm Pb bei einer Röhrenspannung von 150 kV,_x000D_
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 6,60 m)</br>Wanddicke: 125 mm</br>Bewertetes Schalldämm-Maß Rw = 60,9 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 100, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 100/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 80 mm,
Brandverhalten nach DIN EN 13501-1: A1,
einlagig, dicht stoßen, abrutschsicher verlegen,
Wärmeleitfähigkeit λ ≤ 0,035 W/(mK),*
Produkt: Knauf Insulation Mineral Plus KP 034 oder gleichwertig.</br>Beplankung beidseitig aus Gipsplatten DIN 18180 bzw. Typ DF EN 520: Knauf Safeboard, 
einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K131.de"
K132-SADIA-0010.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Bleigleichwert von 0,90 mm Pb bei einer Röhrenspannung von 60 kV,
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 100 mm</br>Bewertetes Schalldämm-Maß Rw = 66,0 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Knauf Safeboard, Typ DF EN 520, einlagig, Plattendicke 12,5 mm,
Beplankung außen:
Knauf Diamant, Typ DFH2IR EN 520, einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K132.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K132-SADIA-0020.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Bleigleichwert von 1,20 mm Pb bei einer Röhrenspannung von 70 kV,
Anzahl Strahlenschutzplatten Safeboard: 2x 12,5 mm.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 100 mm</br>Bewertetes Schalldämm-Maß Rw = 66,0 dB</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Knauf Safeboard, Typ DF EN 520, einlagig, Plattendicke 12,5 mm,
Beplankung außen:
Knauf Diamant, Typ DFH2IR EN 520, einlagig, Plattendicke 12,5 mm,
Verschraubung mit Diamant-Schraube XTN,
Verarbeitung gemäß DIN 18181.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K132.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
